iteration,loss,training_acc,test_acc
310,0.5477779685961588,0.75,0.75
311,0.5564752455201374,0.75,0.75
312,0.5456975575406051,0.75,0.75
313,0.5543379626862905,0.75,0.75
314,0.5451538843609041,0.75,0.75
315,0.5616583204151653,0.75,0.75
316,0.5467831306299545,0.75,0.75
317,0.556428726068861,0.75,0.75
318,0.5451538843609041,0.75,0.75
319,0.55084760995377,0.75,0.75
320,0.5526545728454997,0.75,0.75
321,0.5515885184517785,0.71875,0.8125
322,0.5422493017893912,0.75,0.75
323,0.5488339710350393,0.734375,0.75
324,0.5455443964855823,0.75,0.75
325,0.590360109089489,0.75,0.75
326,0.5422493017893911,0.75,0.75
327,0.5708959719831666,0.75,0.75
328,0.5422493017893908,0.75,0.75
329,0.5479869245613702,0.75,0.75
330,0.5422493017893908,0.75,0.75
331,0.5587223836579275,0.75,0.75
332,0.5422493017893908,0.75,0.75
333,0.5488477966790243,0.75,0.75
334,0.5432331778743589,0.75,0.75
335,0.5507999348580532,0.671875,0.75
336,0.5363759380792308,0.75,0.75
337,0.5438840837545496,0.75,0.75
338,0.5419227126279766,0.734375,0.75
339,0.5324158284921463,0.734375,0.75
340,0.5361211439315688,0.75,0.75
341,0.5500932304592611,0.75,0.75
342,0.5371013193611903,0.75,0.75
343,0.5376692135839288,0.703125,0.75
344,0.5321067032960459,0.734375,0.75
345,0.5469158832957824,0.75,0.75
346,0.5323672297855108,0.734375,0.75
347,0.5442034973788492,0.6875,0.8125
348,0.5320320475560124,0.734375,0.75
349,0.539245480894467,0.6875,0.75
350,0.5368719638885612,0.75,0.75
351,0.5436340632818397,0.734375,0.75
352,0.5331540845347613,0.734375,0.75
353,0.5414972976844246,0.75,0.75
354,0.544079794724685,0.6875,0.75
355,0.5433655209827731,0.734375,0.75
356,0.5333043021272954,0.6875,0.75
357,0.5489967987949257,0.6875,0.6875
358,0.5309320273720317,0.6875,0.75
359,0.5382775474524238,0.75,0.75
360,0.5309083861839001,0.6875,0.8125
361,0.5394449332116307,0.71875,0.6875
362,0.5317271652104854,0.6875,0.75
363,0.5304270631303193,0.703125,0.75
364,0.5357889847746973,0.71875,0.75
365,0.553262175278533,0.75,0.75
366,0.5333571878318207,0.734375,0.75
367,0.5398168708703477,0.75,0.8125
368,0.533580624771849,0.734375,0.75
