iteration,loss,training_acc,test_acc
723,0.5744701841570062,0.875,0.9375
724,0.5741947982299873,0.890625,0.8125
725,0.5737077061518285,0.890625,0.9375
726,0.5740631053667012,0.78125,0.75
727,0.574976413313822,0.90625,0.9375
728,0.5706570204466013,0.890625,0.8125
729,0.5733640811453316,0.734375,0.8125
730,0.570797673526947,0.8125,0.75
731,0.5708273171223062,0.890625,0.9375
732,0.5718023958051197,0.890625,0.9375
733,0.5725220165940366,0.734375,0.8125
734,0.5711106606750844,0.890625,0.9375
735,0.5741447272410846,0.734375,0.8125
736,0.5717617994999342,0.796875,0.9375
737,0.574932206639731,0.734375,0.8125
738,0.5721391726576766,0.890625,0.875
739,0.5739424229231161,0.78125,0.75
740,0.5710673253050136,0.890625,0.8125
741,0.5727678717520182,0.75,0.75
742,0.5709458555297174,0.734375,0.8125
743,0.5734181263319684,0.890625,0.8125
744,0.5702047161535122,0.890625,0.9375
745,0.5758216666593896,0.734375,0.8125
746,0.5698927608009864,0.84375,0.75
747,0.5713952321399145,0.84375,0.9375
748,0.5705493045990933,0.84375,0.75
749,0.5711845649485789,0.78125,0.75
750,0.5692770529978247,0.75,0.75
751,0.5703477210487762,0.734375,0.875
752,0.5691467058884574,0.75,0.75
753,0.5737260132131183,0.765625,0.75
754,0.5689774281642053,0.75,0.75
755,0.5706021560024186,0.75,0.75
756,0.5692759450668927,0.75,0.75
757,0.5715150019315325,0.75,0.75
758,0.568053078058184,0.75,0.75
759,0.572047597287588,0.75,0.75
760,0.5679977740272115,0.75,0.75
761,0.5682854103338151,0.75,0.75
762,0.5709798193121915,0.75,0.75
763,0.5735127478253311,0.75,0.75
764,0.5701300371686207,0.75,0.75
765,0.5722854970240815,0.75,0.75
766,0.5694684665491605,0.75,0.75
767,0.5761836946124914,0.75,0.75
768,0.5713182308213974,0.75,0.75
769,0.5677359514104119,0.78125,0.75
770,0.5678790160658624,0.765625,0.75
771,0.5679138853976327,0.84375,0.75
772,0.5676999744676587,0.765625,0.75
773,0.5680624126283993,0.765625,0.75
774,0.5674815716858336,0.78125,0.75
775,0.5692767877497824,0.75,0.75
776,0.5673569598382089,0.78125,0.75
777,0.5679712741506756,0.8125,0.75
778,0.5679958468240771,0.765625,0.75
779,0.5683913035335812,0.765625,0.75
780,0.5671710646128386,0.78125,0.75
781,0.568396010836805,0.8125,0.75
782,0.5670842260995572,0.78125,0.75
783,0.5669828408812835,0.8125,0.75
784,0.5678310276445451,0.78125,0.75
785,0.5674697381583105,0.875,0.9375
786,0.5672885846497965,0.890625,0.75
787,0.5654578812776764,0.84375,0.75
788,0.5647306042386587,0.8125,0.75
789,0.5661301685019637,0.84375,0.75
790,0.5645692704723144,0.890625,0.8125
791,0.5644806097483613,0.890625,0.8125
792,0.5644082660166312,0.875,0.9375
793,0.56570057213464,0.84375,0.9375
794,0.5639460581356138,0.875,0.75
795,0.5649874388949481,0.75,0.875
796,0.5637903202666442,0.890625,0.8125
797,0.564886326373688,0.796875,0.75
798,0.5639817260208133,0.84375,0.75
799,0.5643315227633212,0.890625,0.9375
800,0.5639831467322287,0.828125,0.75
801,0.5640974372212506,0.890625,0.8125
802,0.5640053185758902,0.875,0.9375
803,0.5650324990207427,0.84375,0.75
804,0.5645926901006351,0.890625,0.875
805,0.5648900102191209,0.890625,0.9375
806,0.563497016121031,0.890625,0.75
807,0.5642850230293647,0.796875,0.75
808,0.563607891971158,0.875,0.75
809,0.5650589606696563,0.890625,0.9375
810,0.5640365011098003,0.78125,0.75
811,0.5640929453839795,0.875,0.9375
812,0.563949392859367,0.78125,0.75
813,0.5635813571974193,0.875,0.9375
814,0.5632433690653265,0.890625,0.8125
815,0.5637219412289294,0.875,0.9375
816,0.5632828966290638,0.859375,0.75
817,0.5624552178964068,0.859375,0.75
818,0.5632325559501754,0.90625,0.9375
819,0.5628125175877654,0.859375,0.75
820,0.5630946689769877,0.859375,0.8125
821,0.5613234782226731,0.890625,0.875
822,0.5615487268925816,0.890625,0.8125
823,0.560798862658402,0.8125,0.75
824,0.5605498085109932,0.828125,0.75
825,0.5602860458190578,0.765625,0.75
826,0.5605097239405963,0.765625,0.75
827,0.5618660718044328,0.75,0.75
828,0.5604754907380363,0.765625,0.75
829,0.5606608723688673,0.765625,0.75
830,0.560444631970043,0.75,0.75
831,0.56098573706186,0.78125,0.75
832,0.5601985778380242,0.765625,0.75
833,0.5613145274989132,0.75,0.75
834,0.560497697422411,0.78125,0.75
835,0.5598492938347206,0.75,0.75
836,0.560048472076586,0.75,0.75
837,0.5599724513939972,0.78125,0.75
838,0.5601727825021362,0.75,0.75
839,0.5609089088216439,0.765625,0.75
840,0.5599258488218259,0.75,0.75
841,0.5611158860715937,0.75,0.75
842,0.5600685481071016,0.75,0.75
843,0.5599121563923826,0.84375,0.75
844,0.5606354707154348,0.75,0.75
845,0.5600113723060554,0.75,0.75
846,0.560089108716811,0.75,0.75
847,0.5609141165595374,0.75,0.75
848,0.5599307617556997,0.75,0.75
849,0.5603501183034014,0.75,0.75
850,0.5596643796839675,0.78125,0.75
851,0.561864567692551,0.8125,0.75
852,0.5596405431951942,0.765625,0.75
853,0.5598282911455763,0.8125,0.75
854,0.559821275187164,0.828125,0.75
855,0.5603871824566962,0.796875,0.75
856,0.5599316605626734,0.765625,0.75
857,0.5597905052397665,0.890625,0.9375
858,0.5598474612507903,0.75,0.75
859,0.5591822744345125,0.78125,0.75
860,0.5596111948450029,0.75,0.75
861,0.559664440224948,0.8125,0.75
862,0.5594362293507309,0.78125,0.75
863,0.5589213845055366,0.8125,0.75
864,0.5588248219990722,0.84375,0.75
865,0.559761619503205,0.78125,0.75
866,0.5588588039709848,0.84375,0.75
867,0.55992965473878,0.890625,0.9375
868,0.5592659411910665,0.796875,0.75
869,0.5586430512671727,0.890625,0.875
870,0.5588124565741843,0.890625,0.875
871,0.5587579407333962,0.8125,0.9375
872,0.5588205582504973,0.890625,0.875
873,0.5587922808074388,0.796875,0.75
874,0.5589389345293221,0.890625,0.875
875,0.5596374807604327,0.765625,0.75
876,0.5589048700617273,0.859375,0.75
877,0.5591752922917783,0.765625,0.75
878,0.5584120980294897,0.875,0.9375
879,0.5584407338181048,0.890625,0.9375
880,0.5585336884607315,0.890625,0.9375
881,0.5590726658350534,0.890625,0.875
882,0.5582699551656154,0.890625,0.875
883,0.5602249805932156,0.734375,0.8125
884,0.5587284206330947,0.875,0.9375
885,0.5592781423106282,0.859375,0.75
886,0.5580515127527007,0.84375,0.75
887,0.5594783313867409,0.890625,0.8125
888,0.5578815561373873,0.84375,0.75
889,0.5587404026847663,0.75,0.75
890,0.5584466223836589,0.84375,0.75
891,0.5577560241389594,0.890625,0.875
892,0.5577418856357518,0.828125,0.75
893,0.5576898651919351,0.75,0.75
894,0.5576468560464752,0.75,0.75
895,0.5580148415559529,0.765625,0.75
896,0.5578737651781025,0.75,0.75
897,0.558469637840816,0.78125,0.75
898,0.5578097883163382,0.765625,0.75
899,0.5588229848914658,0.765625,0.75
900,0.5580686014936515,0.75,0.75
901,0.5586724364774107,0.765625,0.75
902,0.5578231576516428,0.765625,0.75
903,0.557904621900162,0.765625,0.75
904,0.5577527295465768,0.765625,0.75
905,0.5587705762283968,0.75,0.75
906,0.5578194740236772,0.75,0.75
907,0.5571093366703189,0.84375,0.75
908,0.5569621937290767,0.890625,0.8125
909,0.5571240630914378,0.84375,0.75
910,0.5575135343159215,0.84375,0.75
911,0.5573333501034974,0.890625,0.875
912,0.5569877322581747,0.921875,0.9375
913,0.5578623106431928,0.875,0.9375
914,0.5574537119872973,0.890625,0.8125
915,0.5570382429364817,0.8125,0.75
916,0.5570273510978304,0.890625,0.8125
917,0.5571894776088593,0.890625,0.875
918,0.5572184404834735,0.8125,0.75
919,0.5576909552407798,0.828125,0.75
920,0.5571986757106437,0.8125,0.75
921,0.5579243935617747,0.875,0.9375
922,0.5568815679080703,0.875,0.8125
923,0.5574609039578851,0.890625,0.875
924,0.5572171782738014,0.890625,0.875
925,0.5574678235761609,0.765625,0.75
926,0.5569102341451002,0.890625,0.875
927,0.5574496400778293,0.859375,0.8125
928,0.5573875315163752,0.875,0.9375
929,0.5572414681147838,0.875,0.9375
930,0.5568161881095892,0.890625,0.875
931,0.5574963494872227,0.78125,0.75
932,0.5569423369618105,0.890625,0.8125
933,0.5574963748024104,0.75,0.75
934,0.5569362885214768,0.890625,0.875
935,0.55726014811989,0.75,0.75
936,0.5570291548839741,0.8125,0.75
937,0.5568422625140157,0.84375,0.75
938,0.5569982651567367,0.8125,0.75
939,0.5576471930662326,0.734375,0.8125
940,0.557161306395606,0.84375,0.75
941,0.5578368783015886,0.859375,0.8125
942,0.5568153172127815,0.890625,0.875
943,0.5574178670494039,0.90625,0.9375
944,0.5568764217996103,0.875,0.8125
945,0.5578639221714665,0.78125,0.75
946,0.5572354767851706,0.890625,0.875
947,0.5577286339035614,0.765625,0.75
948,0.5570627935970305,0.84375,0.8125
949,0.5573130453928749,0.890625,0.875
950,0.5570420662658657,0.859375,0.8125
951,0.5580002588054378,0.828125,0.9375
952,0.5569426967709914,0.875,0.9375
953,0.5575142374737603,0.890625,0.9375
954,0.5569111968513704,0.890625,0.9375
955,0.5572979268815981,0.875,0.8125
956,0.557241856548379,0.890625,0.875
957,0.5569817873260892,0.890625,0.875
958,0.5570255215151425,0.875,0.9375
959,0.5580667183015127,0.78125,0.75
960,0.5568983066741877,0.890625,0.8125
961,0.5574516306529751,0.921875,0.9375
962,0.5569867469002525,0.890625,0.875
963,0.5572232937380444,0.8125,0.9375
964,0.5572053759460968,0.890625,0.875
965,0.5567481381579907,0.859375,0.8125
966,0.556862680597639,0.890625,0.875
967,0.5568272594579735,0.84375,0.75
968,0.5568810418233958,0.890625,0.875
969,0.5566922907501494,0.84375,0.75
970,0.5569493752930902,0.8125,0.75
971,0.556734167619449,0.8125,0.75
972,0.5568167996249542,0.796875,0.75
973,0.5566863052661073,0.84375,0.8125
974,0.5569003659176017,0.8125,0.75
975,0.5566795767682599,0.890625,0.8125
976,0.5568883551615931,0.890625,0.875
977,0.5566892344587033,0.890625,0.875
978,0.5566963121492362,0.890625,0.875
979,0.5567637602477338,0.890625,0.8125
980,0.5568189200450671,0.890625,0.875
981,0.5565827244864798,0.890625,0.8125
982,0.5567093779592774,0.890625,0.875
983,0.5566601051013371,0.890625,0.875
984,0.5565760045982364,0.8125,0.75
985,0.5565718465513472,0.8125,0.75
986,0.5567207351285846,0.84375,0.75
987,0.5566154859539398,0.890625,0.875
988,0.5564767319937358,0.890625,0.875
989,0.5565818921124736,0.890625,0.875
990,0.5565591371971124,0.8125,0.75
991,0.5563277094307705,0.890625,0.875
992,0.5564853075467949,0.828125,0.75
993,0.5563236360847477,0.890625,0.875
994,0.556409803414325,0.875,0.9375
995,0.5562726300315974,0.890625,0.875
996,0.5564361822086679,0.84375,0.8125
997,0.5563262958073172,0.890625,0.875
998,0.5567899227020922,0.875,0.875
999,0.5563319211880324,0.890625,0.875
