iteration,test_mean_noisy,train_mean_noisy,test_mean_exact,train_mean_exact
117,0.634375,0.63109375,0.658125,0.66421875
118,0.63875,0.6375,0.663125,0.6690625
119,0.64,0.63875,0.665,0.6709375
120,0.643125,0.6425,0.6675,0.6734375
121,0.645625,0.645,0.66875,0.6746875
122,0.648125,0.6471875,0.670625,0.67609375
123,0.649375,0.6484375,0.671875,0.67875
124,0.651875,0.6509375,0.67375,0.6809375
125,0.653125,0.6521875,0.675,0.6821875
126,0.65375,0.654375,0.67625,0.68296875
127,0.655625,0.655625,0.6775,0.68484375
128,0.6575,0.6590625,0.67875,0.68578125
129,0.656875,0.65859375,0.68,0.68703125
130,0.6575,0.65984375,0.681875,0.6875
131,0.656875,0.65984375,0.6825,0.6875
132,0.6575,0.6621875,0.684375,0.6890625
133,0.6575,0.6621875,0.685625,0.6903125
134,0.65875,0.66453125,0.686875,0.69125
135,0.66,0.66578125,0.688125,0.691875
136,0.6625,0.66859375,0.68875,0.69296875
137,0.6625,0.66921875,0.69,0.6940625
138,0.663125,0.6703125,0.690625,0.695
139,0.66125,0.668125,0.6925,0.6959375
140,0.663125,0.670625,0.69375,0.69703125
141,0.6625,0.67046875,0.695,0.69828125
142,0.663125,0.6709375,0.696875,0.69921875
143,0.6625,0.6709375,0.698125,0.7003125
144,0.663125,0.6721875,0.699375,0.7015625
145,0.663125,0.6721875,0.700625,0.7028125
146,0.66375,0.6734375,0.701875,0.7040625
147,0.66375,0.6734375,0.703125,0.7053125
148,0.664375,0.6746875,0.704375,0.7065625
149,0.664375,0.6746875,0.705625,0.7078125
150,0.665,0.6759375,0.706875,0.7090625
151,0.66625,0.6771875,0.708125,0.7103125
152,0.666875,0.6784375,0.708125,0.7103125
153,0.666875,0.6784375,0.709375,0.7115625
154,0.666875,0.67859375,0.709375,0.71171875
155,0.668125,0.67984375,0.710625,0.71296875
156,0.669375,0.6809375,0.711875,0.71421875
157,0.669375,0.6809375,0.713125,0.71546875
158,0.670625,0.6821875,0.713125,0.71546875
159,0.670625,0.68203125,0.714375,0.7165625
160,0.67,0.6821875,0.715625,0.7178125
161,0.67125,0.6840625,0.716875,0.7190625
162,0.671875,0.6853125,0.71625,0.71859375
163,0.671875,0.68578125,0.7175,0.71984375
164,0.671875,0.6859375,0.71875,0.72109375
165,0.671875,0.6859375,0.72,0.72234375
166,0.673125,0.6875,0.71875,0.72109375
167,0.673125,0.6875,0.71875,0.72109375
168,0.674375,0.68875,0.719375,0.72265625
169,0.675625,0.69,0.719375,0.72265625
170,0.676875,0.6915625,0.720625,0.72390625
171,0.6775,0.69171875,0.720625,0.72390625
172,0.679375,0.69328125,0.721875,0.72515625
173,0.68125,0.6946875,0.721875,0.72515625
174,0.68125,0.695625,0.723125,0.72640625
175,0.681875,0.69703125,0.724375,0.72765625
176,0.681875,0.6975,0.72625,0.72890625
177,0.683125,0.699375,0.7275,0.73
178,0.683125,0.699375,0.73,0.73109375
179,0.684375,0.70046875,0.73125,0.73234375
180,0.684375,0.700625,0.7325,0.73359375
181,0.68375,0.70140625,0.73375,0.73484375
182,0.684375,0.70171875,0.735,0.73609375
183,0.684375,0.70171875,0.73625,0.73734375
184,0.685625,0.70296875,0.7375,0.73859375
185,0.68625,0.70328125,0.73875,0.73984375
186,0.686875,0.70375,0.73875,0.73984375
187,0.686875,0.705,0.73875,0.73984375
188,0.686875,0.705,0.73875,0.73984375
189,0.688125,0.70625,0.73875,0.73984375
190,0.68875,0.7075,0.74,0.74109375
191,0.68875,0.7075,0.74,0.74109375
192,0.690625,0.70890625,0.74,0.74109375
193,0.69125,0.71015625,0.74,0.74125
194,0.6925,0.71140625,0.74,0.74125
195,0.694375,0.71375,0.74125,0.7425
196,0.695625,0.715,0.7425,0.74375
197,0.695625,0.71515625,0.7425,0.74375
198,0.695625,0.71515625,0.7425,0.74390625
199,0.695625,0.71546875,0.7425,0.74390625
200,0.694375,0.71421875,0.7425,0.74390625
201,0.694375,0.71578125,0.7425,0.74390625
202,0.69625,0.718125,0.7425,0.74390625
203,0.69625,0.719375,0.743125,0.7440625
204,0.6975,0.7209375,0.744375,0.74515625
205,0.695625,0.72015625,0.744375,0.74515625
206,0.693125,0.71796875,0.744375,0.74515625
207,0.693125,0.719375,0.744375,0.74515625
208,0.691875,0.72046875,0.744375,0.74515625
209,0.6925,0.7215625,0.743125,0.74390625
210,0.694375,0.7228125,0.743125,0.74390625
211,0.693125,0.72125,0.743125,0.74390625
212,0.694375,0.72140625,0.743125,0.74390625
213,0.69625,0.7228125,0.743125,0.74390625
214,0.696875,0.721875,0.74375,0.7440625
215,0.69875,0.72328125,0.743125,0.7434375
216,0.69625,0.720625,0.743125,0.7434375
217,0.696875,0.72265625,0.743125,0.7434375
218,0.6975,0.72125,0.743125,0.7434375
219,0.69875,0.7225,0.7425,0.74328125
220,0.698125,0.72125,0.7425,0.74328125
221,0.698125,0.72125,0.7425,0.74328125
222,0.698125,0.7215625,0.7425,0.74328125
223,0.699375,0.7228125,0.7425,0.74328125
224,0.7,0.7228125,0.7425,0.7434375
225,0.70125,0.7240625,0.7425,0.7434375
226,0.701875,0.723125,0.7425,0.7434375
227,0.70125,0.723125,0.7425,0.74328125
228,0.701875,0.7221875,0.743125,0.74265625
229,0.703125,0.7234375,0.743125,0.74265625
230,0.70375,0.7234375,0.743125,0.74265625
231,0.705,0.7246875,0.743125,0.74171875
232,0.705625,0.7246875,0.743125,0.74171875
233,0.706875,0.7259375,0.743125,0.74171875
234,0.7075,0.7259375,0.743125,0.7415625
235,0.70875,0.7271875,0.743125,0.7415625
236,0.706875,0.725625,0.74375,0.7415625
237,0.7075,0.72625,0.74375,0.74078125
238,0.7075,0.72625,0.744375,0.74109375
239,0.70875,0.7275,0.745,0.74109375
240,0.7075,0.72625,0.745,0.74109375
241,0.70875,0.7275,0.744375,0.74078125
242,0.7075,0.7265625,0.744375,0.74046875
243,0.70875,0.7278125,0.743125,0.7403125
244,0.709375,0.7278125,0.743125,0.7403125
245,0.710625,0.7290625,0.743125,0.74015625
246,0.71125,0.7290625,0.743125,0.74015625
247,0.7125,0.7303125,0.743125,0.74015625
248,0.713125,0.7303125,0.743125,0.74015625
249,0.714375,0.7315625,0.743125,0.74015625
250,0.715,0.7315625,0.743125,0.74015625
251,0.715,0.7315625,0.743125,0.74015625
252,0.715625,0.7315625,0.744375,0.74140625
253,0.716875,0.7328125,0.744375,0.74140625
254,0.718125,0.73390625,0.745625,0.7425
255,0.718125,0.73390625,0.745,0.74203125
256,0.71875,0.73421875,0.745,0.7415625
257,0.72,0.73546875,0.745,0.7415625
258,0.72,0.73546875,0.74625,0.74234375
259,0.72125,0.736875,0.74625,0.7421875
260,0.721875,0.736875,0.74625,0.74171875
261,0.721875,0.73625,0.74625,0.74171875
262,0.7225,0.73625,0.74625,0.74125
263,0.72375,0.73703125,0.74625,0.74125
264,0.72625,0.73921875,0.74625,0.74125
265,0.7275,0.74046875,0.74625,0.74109375
266,0.7275,0.74015625,0.7475,0.741875
267,0.72875,0.74140625,0.7475,0.74171875
268,0.728125,0.74140625,0.7475,0.74140625
269,0.72875,0.74140625,0.7475,0.74140625
270,0.729375,0.74109375,0.748125,0.74125
271,0.73,0.7421875,0.748125,0.74140625
272,0.73,0.74171875,0.74875,0.74125
273,0.73,0.7415625,0.749375,0.74140625
274,0.73125,0.74265625,0.75,0.74125
275,0.73125,0.7425,0.750625,0.74125
276,0.733125,0.7434375,0.750625,0.74109375
277,0.733125,0.7428125,0.750625,0.74109375
278,0.734375,0.7440625,0.750625,0.74078125
279,0.735625,0.745,0.750625,0.74078125
280,0.736875,0.74609375,0.750625,0.740625
281,0.738125,0.7459375,0.750625,0.74046875
282,0.740625,0.7484375,0.750625,0.74046875
283,0.741875,0.7496875,0.750625,0.74046875
284,0.741875,0.7496875,0.750625,0.74046875
285,0.743125,0.75078125,0.750625,0.74046875
286,0.744375,0.75171875,0.75125,0.7403125
287,0.745625,0.75171875,0.75125,0.7403125
288,0.746875,0.75296875,0.75125,0.7403125
289,0.746875,0.75296875,0.75125,0.7403125
290,0.7475,0.75296875,0.75125,0.7403125
291,0.74875,0.75421875,0.75125,0.7403125
292,0.75,0.755,0.75125,0.7403125
293,0.750625,0.755,0.75125,0.74015625
294,0.750625,0.755,0.7525,0.73953125
295,0.75,0.75390625,0.753125,0.7396875
296,0.751875,0.75546875,0.753125,0.7396875
297,0.753125,0.7565625,0.753125,0.7396875
298,0.754375,0.7578125,0.753125,0.7396875
299,0.755,0.7575,0.753125,0.7396875
300,0.75625,0.75875,0.753125,0.7396875
301,0.7575,0.7584375,0.753125,0.7396875
302,0.756875,0.75734375,0.753125,0.7396875
303,0.75875,0.7578125,0.7525,0.73953125
304,0.759375,0.758125,0.7525,0.73953125
305,0.760625,0.75890625,0.7525,0.73953125
306,0.761875,0.7596875,0.7525,0.73953125
307,0.763125,0.75953125,0.7525,0.73953125
308,0.76375,0.7584375,0.7525,0.73953125
309,0.764375,0.75859375,0.75375,0.74078125
310,0.76375,0.75859375,0.75375,0.74078125
311,0.763125,0.75875,0.75375,0.74078125
312,0.7625,0.75859375,0.75375,0.74078125
313,0.761875,0.7584375,0.75375,0.74078125
314,0.761875,0.7584375,0.753125,0.740625
315,0.76125,0.75828125,0.75375,0.74125
316,0.7625,0.75953125,0.75375,0.74125
317,0.7625,0.758125,0.75375,0.74125
318,0.7625,0.758125,0.75375,0.74125
319,0.7625,0.758125,0.754375,0.74140625
320,0.7625,0.758125,0.754375,0.74140625
321,0.7625,0.758125,0.755,0.74109375
322,0.7625,0.758125,0.755,0.74109375
323,0.7625,0.758125,0.755,0.7409375
324,0.7625,0.758125,0.755,0.74078125
325,0.7625,0.758125,0.755,0.74078125
326,0.7625,0.758125,0.755,0.74078125
327,0.7625,0.758125,0.755,0.7409375
328,0.7625,0.75828125,0.754375,0.7415625
329,0.764375,0.75953125,0.754375,0.7415625
330,0.765625,0.76046875,0.754375,0.7415625
331,0.765625,0.76046875,0.754375,0.7425
332,0.765625,0.76046875,0.754375,0.7425
333,0.765625,0.76046875,0.754375,0.7425
334,0.765625,0.76046875,0.754375,0.74265625
335,0.765625,0.76046875,0.754375,0.741875
336,0.765625,0.76046875,0.754375,0.741875
337,0.765625,0.76046875,0.754375,0.74265625
338,0.76625,0.76046875,0.754375,0.7425
339,0.76625,0.76046875,0.75375,0.74234375
340,0.76625,0.76046875,0.75375,0.74234375
341,0.76625,0.76046875,0.754375,0.74265625
342,0.766875,0.76078125,0.754375,0.74296875
343,0.7675,0.76140625,0.755625,0.74265625
344,0.7675,0.76140625,0.755625,0.7425
345,0.769375,0.76296875,0.755625,0.74265625
346,0.769375,0.76296875,0.755625,0.7425
347,0.769375,0.76296875,0.75625,0.741875
348,0.769375,0.76296875,0.75625,0.74171875
349,0.769375,0.76296875,0.75625,0.74109375
350,0.77125,0.764375,0.75625,0.74109375
351,0.77125,0.764375,0.75625,0.7409375
352,0.77125,0.764375,0.75625,0.74078125
353,0.77125,0.764375,0.75625,0.74078125
354,0.771875,0.76453125,0.75625,0.74015625
355,0.771875,0.76453125,0.756875,0.74046875
356,0.77125,0.764375,0.756875,0.7403125
357,0.77125,0.764375,0.75625,0.7396875
358,0.77125,0.764375,0.75625,0.73953125
359,0.77125,0.764375,0.75625,0.7396875
360,0.77125,0.764375,0.756875,0.73953125
361,0.771875,0.764375,0.75625,0.73921875
362,0.7725,0.76453125,0.75625,0.7390625
363,0.77375,0.76515625,0.75625,0.73859375
364,0.7725,0.7640625,0.75625,0.73828125
365,0.7725,0.7640625,0.75625,0.7384375
366,0.77375,0.765,0.75625,0.73875
367,0.77375,0.765,0.756875,0.73890625
368,0.774375,0.765,0.756875,0.7390625
369,0.77375,0.765,0.7575,0.7390625
370,0.773125,0.765,0.75625,0.73828125
371,0.773125,0.765,0.756875,0.73796875
372,0.7725,0.76515625,0.75625,0.738125
373,0.771875,0.76515625,0.755625,0.73796875
374,0.773125,0.76453125,0.755625,0.738125
375,0.773125,0.76453125,0.755,0.73796875
376,0.7725,0.764375,0.754375,0.73765625
377,0.7725,0.764375,0.754375,0.73765625
378,0.7725,0.764375,0.754375,0.73796875
379,0.77125,0.76359375,0.754375,0.73796875
380,0.77125,0.76359375,0.754375,0.73796875
381,0.77125,0.76359375,0.75375,0.73765625
382,0.769375,0.76203125,0.753125,0.7371875
383,0.769375,0.76203125,0.753125,0.7371875
384,0.769375,0.76203125,0.753125,0.73703125
385,0.769375,0.76203125,0.753125,0.736875
386,0.76875,0.761875,0.7525,0.73703125
387,0.76875,0.761875,0.7525,0.73671875
388,0.76875,0.761875,0.753125,0.73671875
389,0.76875,0.761875,0.753125,0.73671875
390,0.76875,0.761875,0.753125,0.73671875
391,0.76875,0.761875,0.75375,0.73578125
392,0.766875,0.7609375,0.75375,0.7353125
393,0.766875,0.7609375,0.75375,0.73515625
394,0.766875,0.7609375,0.7525,0.7353125
395,0.766875,0.7609375,0.751875,0.735
396,0.765,0.759375,0.751875,0.73484375
397,0.765,0.759375,0.751875,0.73484375
398,0.765,0.759375,0.751875,0.73484375
399,0.765,0.759375,0.751875,0.73484375
400,0.765,0.759375,0.75125,0.734375
401,0.765,0.759375,0.75125,0.73421875
402,0.765,0.759375,0.75125,0.7340625
403,0.764375,0.75890625,0.75125,0.7340625
404,0.76375,0.75828125,0.75125,0.73375
405,0.76375,0.75828125,0.75125,0.73375
406,0.76375,0.75828125,0.750625,0.7325
407,0.76375,0.75828125,0.75,0.73203125
408,0.76375,0.75828125,0.749375,0.73140625
409,0.76375,0.75828125,0.749375,0.730625
410,0.76375,0.75828125,0.749375,0.73046875
411,0.76375,0.75828125,0.749375,0.7296875
412,0.76375,0.75828125,0.749375,0.72953125
413,0.76375,0.75828125,0.75,0.7290625
414,0.76375,0.75828125,0.75,0.72875
415,0.76375,0.75828125,0.75,0.72859375
416,0.76375,0.75828125,0.75,0.72828125
417,0.76375,0.75828125,0.75,0.72796875
418,0.76375,0.75828125,0.75,0.72796875
419,0.76375,0.75828125,0.750625,0.728125
420,0.76375,0.75828125,0.750625,0.72796875
421,0.76375,0.75828125,0.75,0.728125
422,0.76375,0.75828125,0.750625,0.728125
423,0.76375,0.75828125,0.750625,0.72828125
424,0.76375,0.75828125,0.75125,0.72796875
425,0.76375,0.75828125,0.75125,0.72765625
426,0.76375,0.75828125,0.751875,0.72765625
427,0.76375,0.75828125,0.751875,0.72765625
428,0.76375,0.758125,0.751875,0.72765625
429,0.761875,0.756875,0.7525,0.72765625
430,0.760625,0.7559375,0.7525,0.72734375
431,0.760625,0.7559375,0.7525,0.72703125
432,0.760625,0.7559375,0.7525,0.72703125
433,0.760625,0.7559375,0.7525,0.72703125
434,0.760625,0.7559375,0.7525,0.72703125
435,0.760625,0.7559375,0.7525,0.7278125
436,0.760625,0.7559375,0.7525,0.7278125
437,0.760625,0.7559375,0.7525,0.7278125
438,0.760625,0.7559375,0.7525,0.72796875
439,0.760625,0.7559375,0.753125,0.728125
440,0.760625,0.7559375,0.753125,0.728125
441,0.760625,0.7559375,0.753125,0.728125
442,0.76,0.755625,0.753125,0.728125
443,0.759375,0.755,0.753125,0.72859375
444,0.759375,0.755,0.753125,0.72875
445,0.7575,0.7534375,0.753125,0.72875
446,0.7575,0.7534375,0.753125,0.72890625
447,0.7575,0.7534375,0.7525,0.7290625
448,0.7575,0.7534375,0.7525,0.7290625
449,0.7575,0.7534375,0.7525,0.7290625
450,0.755625,0.75203125,0.7525,0.7290625
451,0.755625,0.75203125,0.7525,0.72921875
452,0.755625,0.75203125,0.7525,0.729375
453,0.755625,0.75203125,0.753125,0.729375
454,0.755,0.751875,0.75375,0.73015625
455,0.755,0.751875,0.75375,0.73015625
456,0.755,0.751875,0.754375,0.73078125
457,0.755,0.751875,0.755,0.73078125
458,0.755,0.751875,0.755625,0.730625
459,0.755,0.751875,0.755625,0.73015625
460,0.755,0.751875,0.755625,0.73078125
461,0.754375,0.751875,0.75625,0.7309375
462,0.75375,0.75171875,0.75625,0.7315625
463,0.7525,0.75109375,0.755625,0.731875
464,0.7525,0.75109375,0.755625,0.731875
465,0.7525,0.75109375,0.755625,0.7315625
466,0.75125,0.75015625,0.755625,0.73125
467,0.75125,0.75015625,0.754375,0.73109375
468,0.75125,0.75015625,0.754375,0.7309375
469,0.75125,0.75015625,0.75375,0.73078125
470,0.75125,0.75015625,0.754375,0.73171875
471,0.75125,0.75015625,0.75375,0.731875
472,0.75125,0.75015625,0.75375,0.7315625
473,0.75125,0.75015625,0.75375,0.73140625
474,0.75,0.75,0.753125,0.73140625
475,0.75,0.75,0.753125,0.73140625
476,0.75,0.75,0.75375,0.73140625
477,0.75,0.75,0.75375,0.73125
478,0.75,0.75,0.75375,0.73078125
479,0.75,0.75,0.75375,0.7303125
480,0.75,0.75,0.75375,0.73046875
481,0.75,0.75,0.754375,0.7309375
482,0.75,0.75,0.755,0.73140625
483,0.75,0.75,0.755,0.73140625
484,0.75,0.75,0.755,0.73171875
485,0.75,0.75,0.755,0.731875
486,0.75,0.75,0.755,0.731875
487,0.75,0.75,0.755,0.7321875
488,0.75,0.75,0.754375,0.73234375
489,0.75,0.75,0.754375,0.7325
490,0.75,0.75,0.75375,0.7321875
491,0.75,0.75,0.753125,0.733125
492,0.75,0.75,0.75375,0.7334375
493,0.751875,0.75125,0.75375,0.73359375
494,0.751875,0.75125,0.75375,0.73390625
495,0.7525,0.7515625,0.754375,0.73390625
496,0.7525,0.7515625,0.75375,0.73359375
497,0.7525,0.7515625,0.75375,0.73359375
498,0.7525,0.7515625,0.75375,0.73296875
499,0.7525,0.7515625,0.75375,0.7328125
500,0.7525,0.7515625,0.754375,0.73296875
501,0.7525,0.7515625,0.75375,0.73265625
502,0.7525,0.7515625,0.75375,0.7328125
503,0.7525,0.7515625,0.75375,0.73265625
504,0.7525,0.7515625,0.75375,0.7328125
505,0.7525,0.7515625,0.75375,0.7328125
506,0.7525,0.7515625,0.754375,0.7340625
507,0.7525,0.7515625,0.755,0.73421875
508,0.7525,0.7515625,0.755625,0.73484375
509,0.7525,0.7515625,0.755,0.73515625
510,0.7525,0.7515625,0.755,0.73546875
511,0.7525,0.7515625,0.755625,0.73640625
512,0.7525,0.7515625,0.755,0.7365625
513,0.7525,0.7515625,0.75375,0.73671875
514,0.7525,0.7515625,0.754375,0.73703125
515,0.7525,0.7515625,0.755,0.73734375
516,0.7525,0.7515625,0.755,0.73765625
517,0.7525,0.7515625,0.755,0.7378125
518,0.7525,0.7515625,0.755,0.73796875
519,0.7525,0.7515625,0.754375,0.7378125
520,0.7525,0.7515625,0.754375,0.73796875
521,0.7525,0.7515625,0.754375,0.738125
522,0.7525,0.7515625,0.75375,0.7378125
523,0.7525,0.7515625,0.75375,0.7378125
524,0.7525,0.7515625,0.753125,0.738125
525,0.7525,0.7515625,0.753125,0.73796875
526,0.7525,0.7515625,0.753125,0.73796875
527,0.7525,0.7515625,0.753125,0.73796875
528,0.7525,0.7515625,0.753125,0.73796875
529,0.7525,0.7515625,0.7525,0.73796875
530,0.7525,0.7515625,0.75125,0.738125
531,0.7525,0.7515625,0.75125,0.7384375
532,0.7525,0.7515625,0.75125,0.7384375
533,0.7525,0.7515625,0.75125,0.7384375
534,0.7525,0.7515625,0.75125,0.73796875
535,0.7525,0.7515625,0.75125,0.73796875
536,0.7525,0.7515625,0.75125,0.73796875
537,0.7525,0.7515625,0.75125,0.73796875
538,0.7525,0.7515625,0.75125,0.73796875
539,0.7525,0.7515625,0.750625,0.73765625
540,0.7525,0.7515625,0.750625,0.7375
541,0.7525,0.7515625,0.750625,0.73671875
542,0.7525,0.7515625,0.750625,0.7365625
543,0.7525,0.7515625,0.750625,0.73625
544,0.7525,0.7515625,0.749375,0.73609375
545,0.7525,0.7515625,0.74875,0.7353125
546,0.7525,0.7515625,0.748125,0.7346875
547,0.7525,0.7515625,0.7475,0.73453125
548,0.7525,0.7515625,0.746875,0.73421875
549,0.7525,0.7515625,0.74625,0.73421875
550,0.7525,0.751875,0.74625,0.73421875
551,0.754375,0.75375,0.74625,0.73421875
