Index,Noisy,Pure
0,1.022598247565248,0.9596019944987387
1,1.0388713048111076,0.9854097264774806
2,1.0121875311693305,0.941210389755109
3,1.0026124479922427,0.9607406200494505
4,1.0127811095679775,0.9678676398204444
5,0.9851793332199592,0.939893337838433
6,0.9822631918698176,0.9298159563543996
7,0.9723131650476986,0.9236062635682517
8,1.016928851331116,0.9508310752116474
9,0.9622818972463058,0.9755201395227333
10,1.0050826123210723,0.9331150271107997
11,0.9773013842966256,1.030100109963686
12,0.9409390710246096,0.9728166715914996
13,0.9777862097429012,0.9542274359178724
14,0.970902187166028,0.940449397004971
15,0.9475638374506912,0.9048219206109536
16,0.9576939475174904,0.9293724627901441
17,0.9678648645056676,0.9310059568303292
18,0.9719531871788882,0.9086625645703439
19,0.922597349542345,0.9431705207278319
20,0.9241500600947816,0.893293096108182
21,0.9396716875738722,0.8929799832719607
22,0.956309604298195,0.9229074547995099
23,0.9302764091430517,0.8876250399097083
24,0.9905381467252592,0.996806734352413
25,0.9710191471296904,0.8884790303029141
26,0.9023460470122474,0.9076854941530645
27,0.9251234074606602,0.9005105206079805
28,0.9290700797705402,0.8795195962370047
29,0.9104784676408706,0.8975372337527145
30,0.9147831629430282,0.8613759676385344
31,0.945970697506522,0.8920930851898748
32,0.9214877697581284,0.8393275206341541
33,0.9697946920773868,0.9828864588788608
34,0.9673107277271028,0.8391510388478656
35,0.9263849334432483,0.8717073089106256
36,0.9302554817502366,0.8253890527206847
37,0.9464233286640164,0.8318687340230396
38,0.8900538519154461,0.8733622380337269
39,0.9406413715432532,0.8195353196679879
40,0.9030419778639088,0.8810002764168571
41,0.8890469637724959,0.8979035091195726
42,0.940103820665845,0.9614686784645987
43,0.9055141841927116,0.8313978365653003
44,0.9369335037428264,0.9310644651582773
45,0.929927346789358,0.8684954239148861
46,0.8967618458581444,0.8779532536553022
47,0.8907147052818724,0.889402056061682
48,0.904354746287808,0.8993010674471207
49,0.8948760184410074,0.8195353196679878
50,0.9404148280490826,0.8495327905051541
51,0.8745093194581337,0.8749371923472035
52,0.8746641072751649,0.8195353196679878
53,0.871299164672908,0.8473830780457957
54,0.8994067940046254,0.8272613068275441
55,0.8752672583235296,0.8195353196679878
56,0.8925844832726889,0.8013346603519166
57,0.8994361724857163,0.8469779332287533
58,0.8654334488190157,0.8013346603519166
59,0.9217138596999708,0.8888983489394255
60,0.9318339980379208,0.9181016886175107
61,0.8717199879195044,0.8013346603519166
62,0.8871023444358794,0.8021846257764152
63,0.900520162829215,0.7969420872943419
64,0.8715881264220036,0.796942087294342
65,0.8839551877858319,0.8297356959598687
66,0.8774130471588443,0.798452997977665
67,0.8719343069473428,0.796942087294342
68,0.9116145011018748,0.8620526004702683
69,0.9299629559151618,0.8641039018705244
70,0.872449910702257,0.8839840930527694
71,0.8684833679191359,0.7941835054654037
72,0.8968591413547359,0.8311690641365783
73,0.8602814921016589,0.7866117731886435
74,0.8374471071807722,0.775643463218945
75,0.8363087019690625,0.8025825770439154
76,0.8274228353027135,0.7837593037318236
77,0.8534533714903333,0.770562414436631
78,0.8489436186595193,0.8303626810691421
79,0.8390069867403678,0.7939112499853971
80,0.8882600525568989,0.8724224607685636
81,0.8359341591498958,0.7891609005917051
82,0.8742982846634815,0.8376951775943643
83,0.8376119114773076,0.7562688395824305
84,0.8396809734739781,0.7537701576249427
85,0.8431886649554922,0.7613460878987696
86,0.8379603124826013,0.7552824392671049
87,0.8262489711695181,0.7496154261722051
88,0.8635562568990611,0.7380290770187512
89,0.8431325245359451,0.7438786314058701
90,0.9042786697952852,0.7831476564456412
91,0.8291479752743042,0.7637438729218664
92,0.8540858436690869,0.8048349060912605
93,0.835353055326329,0.7355451510158771
94,0.867920083092145,0.8064499437259626
95,0.8348995637244471,0.7197721587140063
96,0.9023040444887748,0.7767200782430921
97,0.8365693139489359,0.7192725682712359
98,0.8783006314808761,0.8574875105364972
99,0.8351371414623261,0.7249519848550237
100,0.8374597899870554,0.7335669499200794
101,0.8606539560960839,0.7422343089623193
102,0.8721373871931042,0.8466939485862678
103,0.8232619627353995,0.7628640146700076
104,0.8585847738161055,0.7820193808170397
105,0.841952881961082,0.7505445623918661
106,0.8538866221193075,0.783144983162665
107,0.8204486356912634,0.7474762869743414
108,0.832246071019507,0.7068301923365469
109,0.8255498276311278,0.7737544388679921
110,0.9007696082102502,0.854472804815525
111,0.8128702528834134,0.7295504444814203
112,0.8661087235040159,0.7841627018342456
113,0.8594824711469796,0.7494801203414007
114,0.8412202741007235,0.7262732942086101
115,0.8134634730522461,0.7492848825564307
116,0.8478616515393456,0.8793372605121299
117,0.8102437675994766,0.724900631972784
118,0.8349150264877446,0.7592317787427852
119,0.8060199576171986,0.7087462728916459
120,0.8846712992196084,0.7763830525970309
121,0.8082959987893279,0.7111975896984554
122,0.8479243230592914,0.706504368344912
123,0.8018490895895076,0.706504368344912
124,0.8196048993896569,0.7252459003795608
125,0.8006206327746026,0.7065043683449118
126,0.8349395697397828,0.8142559000443995
127,0.8053490389711507,0.706504368344912
128,0.8299700678710978,0.7516369094250638
129,0.8362081519102389,0.7010077687802524
130,0.8409434436405414,0.7220446430117238
131,0.7969302403366205,0.7010077687802523
132,0.8894379328363436,0.7778772032365366
133,0.8290058794835607,0.7010077687802523
134,0.8545267519117072,0.8883349688284038
135,0.8040295452484217,0.7267059506012112
136,0.7860431292261921,0.7945797607227416
137,0.7702043127919413,0.7049047845929177
138,0.7887142509194369,0.7944457973674126
139,0.7732344567179847,0.7401364462364415
140,0.7700153622882859,0.7717022592498537
141,0.7720131089932692,0.7010077687802525
142,0.7710445254617205,0.7437530284596112
143,0.7833914000416939,0.7010077687802525
144,0.8038943016504749,0.7705659947777589
145,0.7778548873487658,0.7087275617052331
146,0.7918431776446937,0.772842924608456
147,0.7681620602735457,0.7298571216351739
148,0.8409744133732537,0.7988318230035811
149,0.7745343359965484,0.7096292501417568
150,0.8000411832597795,0.7469362909261371
151,0.7560628700357451,0.6867805398508916
152,0.7815462209286778,0.7292477949620686
153,0.7663410728039841,0.718794150688881
154,0.8106473718980496,0.6902348652782296
155,0.790037334414834,0.7226262707733284
156,0.7466849761824244,0.7053279774717166
157,0.7669002402196223,0.6867123027014479
158,0.7820047658392225,0.7594386059596305
159,0.7509583423095639,0.6813201338087723
160,0.7699883201873473,0.7305981551483637
161,0.7473662997561841,0.667589458055049
162,0.843172069173689,0.7532457281560395
163,0.7549256469893644,0.7142118563711999
164,0.768170861722324,0.7752617890909077
165,0.7511220948975672,0.6897273029230793
166,0.762964096732756,0.6960796835894119
167,0.7443677792115713,0.6716507165075881
168,0.7402264549821553,0.7685847547577211
169,0.7652066829180836,0.690851361420829
170,0.8067697687918328,0.6809130618780663
171,0.754019549817333,0.6737117151535819
172,0.7520163448601067,0.7304762697484172
173,0.7281093201004136,0.7075954501359609
174,0.7589604349433193,0.7440821894161426
175,0.7423162806498618,0.6604056022633296
176,0.7996819529846932,0.7594452783690154
177,0.73917688488238,0.6802930188053234
178,0.7347276358308763,0.7213665594599031
179,0.7460865068295008,0.683343069414411
