epoch,loss,train_acc,test_acc
0,0.7205140590667725,0.45,12
1,0.7033015489578247,0.5875,12
2,0.6810951232910156,0.6875,16
3,0.656044602394104,0.85,20
4,0.6327826380729675,0.9125,20
5,0.612791895866394,0.9625,19
6,0.5976918935775757,0.975,20
7,0.5891009569168091,0.9875,20
8,0.5848342180252075,1.0,20
9,0.5824215412139893,0.9875,20
10,0.5735649466514587,0.9875,20
11,0.5681784152984619,1.0,20
12,0.5645747184753418,0.9875,20
13,0.551596999168396,1.0,20
14,0.5425481200218201,1.0,20
15,0.536525309085846,1.0,20
16,0.5303963422775269,1.0,20
17,0.5264596343040466,1.0,20
18,0.5240565538406372,1.0,20
19,0.5272419452667236,1.0,20
20,0.5283627510070801,1.0,20
21,0.5309491753578186,1.0,20
22,0.5332261323928833,1.0,20
23,0.5346328020095825,1.0,20
24,0.5342250466346741,1.0,20
25,0.5367192029953003,1.0,20
26,0.5330439209938049,1.0,20
27,0.5329387187957764,1.0,20
28,0.5294982194900513,1.0,20
29,0.5310458540916443,1.0,20
30,0.5250413417816162,1.0,20
31,0.5276362895965576,1.0,20
32,0.5251726508140564,1.0,20
33,0.5238248109817505,1.0,20
34,0.5242848992347717,1.0,20
35,0.5232377052307129,1.0,20
36,0.5228219032287598,1.0,20
37,0.5247460603713989,1.0,20
38,0.5222737193107605,1.0,20
39,0.5233336091041565,1.0,20
40,0.5216070413589478,1.0,20
41,0.521623969078064,1.0,20
42,0.5255870819091797,1.0,20
43,0.5237599015235901,1.0,20
44,0.5196272730827332,1.0,20
45,0.521811842918396,1.0,20
46,0.5232429504394531,1.0,20
47,0.5201451182365417,1.0,20
48,0.5199301838874817,1.0,20
49,0.5223994255065918,1.0,20
50,0.5230892300605774,1.0,20
51,0.5202053189277649,1.0,20
52,0.52055823802948,1.0,20
53,0.5200706720352173,1.0,20
54,0.5198970437049866,1.0,20
55,0.5207428932189941,1.0,20
56,0.5218056440353394,1.0,20
57,0.5202898979187012,1.0,20
58,0.5196160674095154,1.0,20
59,0.5224746465682983,1.0,20
60,0.5204175114631653,1.0,20
61,0.5201122164726257,1.0,20
62,0.5205048322677612,1.0,20
63,0.5213461518287659,1.0,20
64,0.5195671916007996,1.0,20
65,0.5201435089111328,1.0,20
66,0.5203841924667358,1.0,20
67,0.520197868347168,1.0,20
68,0.518574595451355,1.0,20
69,0.5201475620269775,1.0,20
70,0.5193181037902832,1.0,20
71,0.5227444171905518,1.0,20
72,0.5212690234184265,1.0,20
73,0.5199645161628723,1.0,20
74,0.5187364816665649,1.0,20
75,0.5225807428359985,1.0,20
76,0.51983642578125,1.0,20
77,0.52003413438797,1.0,20
78,0.5177749395370483,1.0,20
79,0.5183730125427246,1.0,20
80,0.5194991230964661,1.0,20
81,0.5198131799697876,1.0,20
82,0.5204657912254333,1.0,20
83,0.5193763971328735,1.0,20
84,0.519802987575531,1.0,20
85,0.5191441178321838,1.0,20
86,0.5193914175033569,1.0,20
87,0.5208064913749695,1.0,20
88,0.5190515518188477,1.0,20
89,0.5204099416732788,1.0,20
90,0.5195292830467224,1.0,20
91,0.5198884010314941,1.0,20
92,0.518632173538208,1.0,20
93,0.5175555944442749,1.0,20
94,0.521048367023468,1.0,20
95,0.5200090408325195,1.0,20
96,0.5201734304428101,1.0,20
97,0.5196242928504944,1.0,20
98,0.5217803120613098,1.0,20
99,0.5218063592910767,1.0,20
