epoch,loss,train_acc,test_acc
0,0.6930979328238834,0.5125,9
1,0.6930220701084331,0.5125,9
2,0.6928909762125549,0.5125,9
3,0.6926863261762234,0.5125,9
4,0.6923863935865344,0.5125,9
5,0.6919656838196719,0.5125,9
6,0.691394678745585,0.5125,9
7,0.6906396701834051,0.5125,9
8,0.689662736300338,0.5125,9
9,0.6884219533914174,0.5125,9
10,0.6868719802870223,0.5125,9
11,0.6849652170725912,0.5125,9
12,0.6826538298431559,0.5125,9
13,0.6798930349158759,0.5125,9
14,0.6766460049134418,0.5125,9
15,0.6728896086636814,0.5125,9
16,0.6686123403525217,0.5125,9
17,0.6637749784470468,0.5125,9
18,0.6582763418384626,0.5125,9
19,0.6520174456150211,0.5125,9
20,0.644916144383778,0.5125,9
21,0.6368880226571698,0.5125,9
22,0.6278354850706941,0.5125,9
23,0.6176364680419035,0.525,9
24,0.606139685557227,0.55,9
25,0.5935564153239871,0.625,12
26,0.5801180432509427,0.8,16
27,0.568670642132432,0.975,18
28,0.5600911160795533,0.9875,18
29,0.5513832261928182,0.9875,18
30,0.5418790440527299,0.9875,18
31,0.5325123918662996,0.975,18
32,0.5241922345265961,0.9125,16
33,0.5178047940688448,0.8625,16
34,0.514192652047891,0.8625,16
35,0.5110501253118162,0.9125,16
36,0.5072990288219305,0.975,18
37,0.5046175186464995,0.9875,18
38,0.5028412066200133,0.9875,18
39,0.5015182014423669,1.0,18
40,0.5004651658311576,1.0,18
41,0.49973980650927247,1.0,19
42,0.49913371681595653,1.0,19
43,0.4986266198371814,1.0,19
44,0.49819998362348805,1.0,20
45,0.49783759540874994,1.0,20
46,0.4975257265464642,1.0,20
47,0.4972530285285532,1.0,20
48,0.4970102821665055,1.0,20
49,0.4967900886711054,1.0,20
50,0.4965865584099817,1.0,20
51,0.4963950273075092,1.0,20
52,0.49621181342050713,1.0,20
53,0.4960340158396154,1.0,20
54,0.49585935268656145,1.0,20
55,0.4956860327501021,1.0,20
56,0.4955126548576777,1.0,20
57,0.49533812951928724,1.0,20
58,0.4951616181725507,1.0,20
59,0.4949824862158871,1.0,20
60,0.49480026680241157,1.0,20
61,0.49461463302689623,1.0,20
62,0.49442537666150815,1.0,20
63,0.4942323919918087,1.0,20
64,0.49403566358782297,1.0,20
65,0.49383525703089637,1.0,20
66,0.49363131171796215,1.0,20
67,0.49342403489014924,1.0,20
68,0.49321369598986875,1.0,20
69,0.49300062034782705,1.0,20
70,0.49278518105156516,1.0,20
71,0.49256778767334913,1.0,20
72,0.49234887037906966,1.0,20
73,0.4921288578705226,1.0,20
74,0.4919081477371646,1.0,20
75,0.49168706825704456,1.0,20
76,0.4914658316677495,1.0,20
77,0.49124448059788134,1.0,20
78,0.49102283179208017,1.0,20
79,0.4908004243444225,1.0,20
80,0.4905764828606121,1.0,20
81,0.4903499082719668,1.0,20
82,0.4901193089260466,1.0,20
83,0.4898830804895664,1.0,20
84,0.489639534238932,1.0,20
85,0.48938706035334556,1.0,20
86,0.489124299178126,1.0,20
87,0.4888502843764179,1.0,20
88,0.48856452263421835,1.0,20
89,0.4882669872681026,1.0,20
90,0.4879580247167504,1.0,20
91,0.4876381959688505,1.0,20
92,0.48730809091973876,1.0,20
93,0.4869681571056666,1.0,20
94,0.48661857547511306,1.0,20
95,0.48625919978488136,1.0,20
96,0.48588955943811085,1.0,20
97,0.4855089131710984,1.0,20
98,0.485116334953651,1.0,20
99,0.4847108130532403,1.0,20
