,0
0,0.6931618737160382
1,0.6931469078913449
2,0.6931456999568002
3,0.6931457933385612
4,0.693145722203321
5,0.6931450188724768
6,0.6931428893144991
7,0.6931370432756484
8,0.6931219404110458
9,0.6930881957488821
10,0.6930231383124889
11,0.6929094372377158
12,0.6927233031666441
13,0.6924368765990687
14,0.6920142881948631
15,0.6914038492103597
16,0.6905545440654841
17,0.6893848287861178
18,0.6878145057279803
19,0.685753496037865
20,0.68308740163325
21,0.6796832762394296
22,0.6754055208544066
23,0.6700908132580861
24,0.6635841278371605
25,0.6557109184828885
26,0.6463027324935335
27,0.6352117461426477
28,0.6222930925489925
29,0.6074960253804023
30,0.5908117097439022
31,0.5722738332841454
32,0.5522072493829927
33,0.5306649981592301
34,0.5084325031733375
35,0.48591521155960343
36,0.46402089373118505
37,0.4427767176050662
38,0.4230998620050602
39,0.40637958565657795
40,0.39165819693116427
41,0.38045236331380616
42,0.3716420600219099
43,0.3648139722475568
44,0.3595124884443715
45,0.35537436115303334
46,0.3522040100100925
47,0.3495512681885236
48,0.3471376021600198
49,0.3457137280521691
50,0.3444580863908838
51,0.34331865700352077
52,0.3422771910836643
53,0.3413136496886628
54,0.3404084022343131
55,0.33954367645254135
56,0.3387043549834379
57,0.33787829980413364
58,0.3370563857261618
59,0.33623238442312653
60,0.3354027909559379
61,0.3345666385471721
62,0.3337253058828156
63,0.33288228040119267
64,0.33204279641774465
65,0.3312132198956994
66,0.33040001945430497
67,0.32960819349933757
68,0.3288392024089042
69,0.32808887048726215
70,0.3273463197871459
71,0.3265953434678903
72,0.3258189206868999
73,0.32500548355676995
74,0.3241534381779709
75,0.32327079200833503
76,0.3223700028831909
77,0.3214614187212684
78,0.32054899057057407
79,0.3196296958047212
80,0.3186957709687381
81,0.31773797739775284
82,0.3167485019194385
83,0.31572283595546957
84,0.3146604851421563
85,0.31356452982957767
86,0.3124400547192429
87,0.3112915672087695
88,0.31011999798839207
89,0.3089207272499212
90,0.30768455412188445
91,0.306402199233189
92,0.3050696705788578
93,0.3036899007130334
94,0.30226893857213777
95,0.30081014060149475
96,0.29931122946524064
97,0.29776582637095766
98,0.2961674464010666
99,0.29451293579466964
