,0
0,0.6562927961349487
1,0.6163545846939087
2,0.5840213894844055
3,0.5584012866020203
4,0.5374194979667664
5,0.5193015933036804
6,0.5033130645751953
7,0.4898824393749237
8,0.47973719239234924
9,0.4731941521167755
10,0.469965398311615
11,0.46923407912254333
12,0.46984347701072693
13,0.4707009494304657
14,0.47119465470314026
15,0.4712188243865967
16,0.47093722224235535
17,0.47055870294570923
18,0.4701884388923645
19,0.46975573897361755
20,0.4690535068511963
21,0.4678940176963806
22,0.4662567377090454
23,0.46431267261505127
24,0.4623393714427948
25,0.4606042206287384
26,0.45926472544670105
27,0.45831698179244995
28,0.45761340856552124
29,0.45694461464881897
30,0.45614171028137207
31,0.4551360607147217
32,0.4539547860622406
33,0.4526747763156891
34,0.45137447118759155
35,0.4501071870326996
36,0.4489007294178009
37,0.4477754235267639
38,0.4467594623565674
39,0.4458867311477661
40,0.4451757073402405
41,0.44460633397102356
42,0.44411763548851013
43,0.44362980127334595
44,0.4430788457393646
45,0.4424420893192291
46,0.4417422115802765
47,0.4410277307033539
48,0.4403427839279175
49,0.4397035837173462
50,0.43909281492233276
51,0.43847188353538513
52,0.4378025531768799
53,0.4370674192905426
54,0.436277836561203
55,0.4354676306247711
56,0.4346765875816345
57,0.43393322825431824
58,0.4332466125488281
59,0.4326115548610687
60,0.4320215582847595
61,0.4314802885055542
62,0.4310033917427063
63,0.4306095242500305
64,0.4303104281425476
65,0.4301048219203949
66,0.4299788177013397
67,0.4299111068248749
68,0.42987769842147827
69,0.429855614900589
70,0.42982718348503113
71,0.4297843277454376
72,0.429729700088501
73,0.4296741187572479
74,0.42962759733200073
75,0.42959311604499817
76,0.42956534028053284
77,0.42953652143478394
78,0.4295045733451843
79,0.42947494983673096
80,0.42945626378059387
81,0.4294529855251312
82,0.42946261167526245
83,0.4294780492782593
84,0.4294931888580322
85,0.42950499057769775
86,0.4295136332511902
87,0.42951956391334534
88,0.42952337861061096
89,0.4295254051685333
90,0.4295259714126587
91,0.42952480912208557
92,0.4295210540294647
93,0.4295143485069275
94,0.42950522899627686
95,0.42949554324150085
96,0.42948681116104126
97,0.4294795095920563
98,0.42947274446487427
99,0.42946580052375793
