,0
0,0.7291464805603027
1,0.6818785667419434
2,0.6378759741783142
3,0.5996479988098145
4,0.5678138732910156
5,0.536214292049408
6,0.5064601302146912
7,0.4804649353027344
8,0.46199551224708557
9,0.44910067319869995
10,0.4420070946216583
11,0.4383212625980377
12,0.43830952048301697
13,0.43779274821281433
14,0.4371146857738495
15,0.43687641620635986
16,0.43534398078918457
17,0.4324249029159546
18,0.43090933561325073
19,0.42757606506347656
20,0.4266328513622284
21,0.4239266514778137
22,0.42157986760139465
23,0.4225866198539734
24,0.42183148860931396
25,0.4221583604812622
26,0.42175811529159546
27,0.4206416606903076
28,0.42092859745025635
29,0.4204344153404236
30,0.4179433584213257
31,0.4174865484237671
32,0.41234126687049866
33,0.4122166931629181
34,0.4106355905532837
35,0.40617287158966064
36,0.40747737884521484
37,0.40435564517974854
38,0.4039097726345062
39,0.40054214000701904
40,0.39992082118988037
41,0.39980190992355347
42,0.3990940749645233
43,0.39856061339378357
44,0.40054547786712646
45,0.39981696009635925
46,0.40053513646125793
47,0.4001474678516388
48,0.40139076113700867
49,0.39979565143585205
50,0.3993013799190521
51,0.4004214406013489
52,0.4021860361099243
53,0.40106192231178284
54,0.3998197913169861
55,0.3996269702911377
56,0.4003918766975403
57,0.39988595247268677
58,0.39832520484924316
59,0.4003957509994507
60,0.39932113885879517
61,0.4001902639865875
62,0.3989102840423584
63,0.3990830183029175
64,0.3980214297771454
65,0.3999446630477905
66,0.39885222911834717
67,0.3999430537223816
68,0.39953649044036865
69,0.39946502447128296
70,0.40026527643203735
71,0.39887550473213196
72,0.39956408739089966
73,0.39807838201522827
74,0.3981906473636627
75,0.39891520142555237
76,0.3992237448692322
77,0.39964577555656433
78,0.3988317847251892
79,0.39931511878967285
80,0.3995015025138855
81,0.39934292435646057
82,0.398772656917572
83,0.397844135761261
84,0.3988308608531952
85,0.3994310796260834
86,0.3983248174190521
87,0.39839112758636475
88,0.39940762519836426
89,0.39945003390312195
90,0.3986343741416931
91,0.3982870578765869
92,0.3988957107067108
93,0.39970409870147705
94,0.3993662893772125
95,0.3989242911338806
96,0.3993723392486572
97,0.3991487920284271
98,0.4008661210536957
99,0.3987569510936737
