,0
0,0.7646811008453369
1,0.6999546885490417
2,0.6405552625656128
3,0.5780775547027588
4,0.5305500626564026
5,0.49141815304756165
6,0.46922120451927185
7,0.45775914192199707
8,0.45679771900177
9,0.4589118957519531
10,0.46604275703430176
11,0.468418151140213
12,0.4705066978931427
13,0.46998921036720276
14,0.4703056216239929
15,0.4663826823234558
16,0.4634196162223816
17,0.45659762620925903
18,0.4529716372489929
19,0.444774866104126
20,0.4401298463344574
21,0.4377106726169586
22,0.435739129781723
23,0.43418997526168823
24,0.43283289670944214
25,0.43193817138671875
26,0.4318951666355133
27,0.43141472339630127
28,0.43269768357276917
29,0.43175143003463745
30,0.4299081861972809
31,0.42863085865974426
32,0.4294997453689575
33,0.42675766348838806
34,0.424513041973114
35,0.4247373640537262
36,0.42125657200813293
37,0.420282781124115
38,0.41803669929504395
39,0.41913115978240967
40,0.41771700978279114
41,0.41817691922187805
42,0.41531699895858765
43,0.41583383083343506
44,0.4161914885044098
45,0.41601887345314026
46,0.41371917724609375
47,0.412489652633667
48,0.41093114018440247
49,0.40975406765937805
50,0.4082268476486206
51,0.4053592383861542
52,0.40294045209884644
53,0.4024825692176819
54,0.40179604291915894
55,0.3998110294342041
56,0.4003300964832306
57,0.3998091518878937
58,0.3999878764152527
59,0.3995037078857422
60,0.4001956880092621
61,0.40059542655944824
62,0.4010118842124939
63,0.40033644437789917
64,0.40140414237976074
65,0.3999352753162384
66,0.4001164138317108
67,0.3995863199234009
68,0.4005075693130493
69,0.4014546871185303
70,0.3999989628791809
71,0.39916881918907166
72,0.3997710347175598
73,0.3996102809906006
74,0.3985191285610199
75,0.40029093623161316
76,0.39759472012519836
77,0.3986581563949585
78,0.39980876445770264
79,0.39870312809944153
80,0.3993898034095764
81,0.39891764521598816
82,0.3993614912033081
83,0.39899885654449463
84,0.39829814434051514
85,0.39946049451828003
86,0.3987988233566284
87,0.40025320649147034
88,0.3991260826587677
89,0.39885029196739197
90,0.3993087410926819
91,0.3980270326137543
92,0.39958739280700684
93,0.3987431824207306
94,0.3990061283111572
95,0.39890220761299133
96,0.39831966161727905
97,0.3983502984046936
98,0.39839133620262146
99,0.3977397680282593
