,0
0,-0.5844786763191223
1,-0.6178257465362549
2,-0.6382279396057129
3,-0.6466598510742188
4,-0.6516793966293335
5,-0.6584234833717346
6,-0.6672366261482239
7,-0.6767054796218872
8,-0.6854268908500671
9,-0.692606508731842
10,-0.6982631087303162
11,-0.7029604315757751
12,-0.7071559429168701
13,-0.7111408114433289
14,-0.7151649594306946
15,-0.7193295955657959
16,-0.7235082387924194
17,-0.7274123430252075
18,-0.7307118773460388
19,-0.7331573367118835
20,-0.7346919775009155
21,-0.735544741153717
22,-0.736246645450592
23,-0.7374848127365112
24,-0.7397964000701904
25,-0.7432986497879028
26,-0.7476502060890198
27,-0.7522174119949341
28,-0.7563108205795288
29,-0.7593929767608643
30,-0.7612165808677673
31,-0.7618587017059326
32,-0.7616425156593323
33,-0.7609827518463135
34,-0.7602313160896301
35,-0.7595952749252319
36,-0.759145975112915
37,-0.7588863968849182
38,-0.7588179707527161
39,-0.7589591145515442
40,-0.7593159675598145
41,-0.7598448991775513
42,-0.7604522705078125
43,-0.7610301971435547
44,-0.761503279209137
45,-0.7618522047996521
46,-0.7621052265167236
47,-0.7623088955879211
48,-0.7624995708465576
49,-0.7626909017562866
50,-0.7628787755966187
51,-0.7630573511123657
52,-0.7632282972335815
53,-0.7634017467498779
54,-0.7635846734046936
55,-0.7637722492218018
56,-0.7639465928077698
57,-0.7640892863273621
58,-0.7641932964324951
59,-0.7642680406570435
60,-0.7643324136734009
61,-0.7644005417823792
62,-0.7644720673561096
63,-0.7645361423492432
64,-0.7645807862281799
65,-0.7646035552024841
66,-0.7646120190620422
67,-0.7646169066429138
68,-0.7646260261535645
69,-0.7646409869194031
70,-0.7646613121032715
71,-0.7646876573562622
72,-0.7647212147712708
73,-0.7647640705108643
74,-0.7648165822029114
75,-0.7648781538009644
76,-0.7649474143981934
77,-0.7650249004364014
78,-0.7651130557060242
79,-0.7652190923690796
80,-0.7653530836105347
81,-0.7655268907546997
82,-0.7657544016838074
83,-0.7660527229309082
84,-0.7664473652839661
85,-0.7669743895530701
86,-0.7676852345466614
87,-0.7686503529548645
88,-0.7699642777442932
89,-0.7717500925064087
90,-0.7741551399230957
91,-0.7773314118385315
92,-0.7813911437988281
93,-0.7863351702690125
94,-0.7919659614562988
95,-0.7978376150131226
96,-0.8032895922660828
97,-0.8075989484786987
98,-0.810202419757843
99,-0.8109240531921387
