,0
0,0.5963848829269409
1,0.5657567381858826
2,0.5529131889343262
3,0.5413792729377747
4,0.5332230925559998
5,0.5250174403190613
6,0.5201764106750488
7,0.5192511081695557
8,0.5206882953643799
9,0.5196952819824219
10,0.5211211442947388
11,0.5225903391838074
12,0.5213808417320251
13,0.5193940997123718
14,0.5175124406814575
15,0.5172153115272522
16,0.510444700717926
17,0.507558286190033
18,0.5013117790222168
19,0.49805477261543274
20,0.4915693700313568
21,0.4814392328262329
22,0.474875807762146
23,0.4685385227203369
24,0.4605587124824524
25,0.45564529299736023
26,0.45288899540901184
27,0.44756975769996643
28,0.446137398481369
29,0.4430498480796814
30,0.43753504753112793
31,0.43440353870391846
32,0.43080615997314453
33,0.42736804485321045
34,0.42690563201904297
35,0.4236946105957031
36,0.421939879655838
37,0.41915372014045715
38,0.4147789478302002
39,0.41181567311286926
40,0.4083825349807739
41,0.4046260118484497
42,0.40406426787376404
43,0.40284430980682373
44,0.40292254090309143
45,0.4026702642440796
46,0.4034888744354248
47,0.4036042094230652
48,0.40372899174690247
49,0.40550100803375244
50,0.40437138080596924
51,0.4058803617954254
52,0.4053647220134735
53,0.40495967864990234
54,0.4030967950820923
55,0.40352386236190796
56,0.40302231907844543
57,0.40086573362350464
58,0.4023281931877136
59,0.4022230803966522
60,0.40127116441726685
61,0.40195393562316895
62,0.40068015456199646
63,0.4009275734424591
64,0.4018014669418335
65,0.39997127652168274
66,0.3991505801677704
67,0.40023326873779297
68,0.40102866291999817
69,0.40082669258117676
70,0.39989176392555237
71,0.4015500247478485
72,0.3998093008995056
73,0.40052562952041626
74,0.400671124458313
75,0.4000183343887329
76,0.4003196060657501
77,0.39912140369415283
78,0.40108996629714966
79,0.40005195140838623
80,0.40008068084716797
81,0.4005415439605713
82,0.4000474810600281
83,0.40029680728912354
84,0.4004249572753906
85,0.4008546769618988
86,0.40048056840896606
87,0.4002625346183777
88,0.39883953332901
89,0.399586945772171
90,0.39971923828125
91,0.39903542399406433
92,0.40011894702911377
93,0.39895763993263245
94,0.4001734256744385
95,0.40062740445137024
96,0.3990944027900696
97,0.3998185992240906
98,0.39849022030830383
99,0.4003855884075165
